gene	ensembl	opentargets_status	approved_symbol	approved_name	biotype	tractability	top_disease_name	top_disease_score	pancreas_disease_name	pancreas_disease_score	known_drug_count	known_drugs	pancreas_known_drug_count	pancreas_known_drugs
ANO5	ENSG00000171714	ok	ANO5	anoctamin 5	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	autosomal recessive limb-girdle muscular dystrophy type 2L	0.8363983427273395			0.0		0.0	
PLCB1	ENSG00000182621	ok	PLCB1	phospholipase C beta 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	developmental and epileptic encephalopathy, 12	0.7571860604927544			0.0		0.0	
ATP2C1	ENSG00000017260	ok	ATP2C1	ATPase secretory pathway Ca2+ transporting 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:TRUE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	Hailey-Hailey disease	0.7489001630413048			0.0		0.0	
PARP9	ENSG00000138496	ok	PARP9	poly(ADP-ribose) polymerase family member 9	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	COVID-19	0.3745334132824044			0.0		0.0	
CD276	ENSG00000103855	ok	CD276	CD276 molecule	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:TRUE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	response to statin	0.3179663144642068	pancreatic neoplasm	0.1138697640341487	2.0	ENOBLITUZUMAB:head and neck squamous cell carcinoma,prostate cancer,solid tumour/cancer,metastatic malignant neoplasm,cancer,urothelial cancer,ovarian cancer,malignant pancreatic neoplasm,soft tissue sarcoma,thyroid cancer,clear cell renal carcinoma,non-small cell lung carcinoma,mesothelioma,malignant colon neoplasm,triple-negative breast carcinoma,melanoma,rhabdomyosarcoma,Ewing sarcoma,neuroblastoma,desmoplastic small round cell tumor,osteosarcoma,Wilms tumor,primary peritoneal carcinoma,fallopian tube cancer:PHASE_2_3; 8H9 131I:brain cancer,solid tumour/cancer:PHASE_1	1.0	ENOBLITUZUMAB:head and neck squamous cell carcinoma,prostate cancer,solid tumour/cancer,metastatic malignant neoplasm,cancer,urothelial cancer,ovarian cancer,malignant pancreatic neoplasm,soft tissue sarcoma,thyroid cancer,clear cell renal carcinoma,non-small cell lung carcinoma,mesothelioma,malignant colon neoplasm,triple-negative breast carcinoma,melanoma,rhabdomyosarcoma,Ewing sarcoma,neuroblastoma,desmoplastic small round cell tumor,osteosarcoma,Wilms tumor,primary peritoneal carcinoma,fallopian tube cancer:PHASE_2_3
F5	ENSG00000198734	ok	F5	coagulation factor V	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:TRUE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:TRUE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	thrombophilia due to activated protein C resistance	0.7960381692996238			1.0	DROTRECOGIN ALFA (ACTIVATED):Recurrent thrombophlebitis,cerebrovascular ischaemia,severe sepsis,Sepsis,Multiple Organ Failure,septic shock,acute ischemic stroke,acute respiratory distress syndrome,acute lung injury,pulmonary embolism,multiple organ dysfunction,ischemic stroke,chronic kidney disease,pulmonary inflammation,preeclampsia,organ dysfunction,lung inflammation:APPROVAL	0.0	
SIDT2	ENSG00000149577	ok	SIDT2	SID1 transmembrane family member 2	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	hypothyroidism	0.3035167941345397			0.0		0.0	
DNAJB4	ENSG00000162616	ok	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	congenital myopathy 21 with early respiratory failure	0.6651433872358091			0.0		0.0	
STON1	ENSG00000243244	ok	STON1	stonin 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	ovarian neoplasm	0.2855088447678234	pancreatic ductal adenocarcinoma	0.0090476616265929	0.0		0.0	
CHMP5	ENSG00000086065	ok	CHMP5	charged multivesicular body protein 5	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	HIV infectious disease	0.4619748183558772			0.0		0.0	
MTMR12	ENSG00000150712	ok	MTMR12	myotubularin related protein 12	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	neurodegenerative disease	0.4817875680721332			0.0		0.0	
FGD6	ENSG00000180263	ok	FGD6	FYVE, RhoGEF and PH domain containing 6	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	coronary artery disorder	0.3934236140987683	pancreatic ductal adenocarcinoma	0.01188568812666	0.0		0.0	
LYVE1	ENSG00000133800	ok	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	neurodegenerative disease	0.3401549460628238			0.0		0.0	
EIF4E2	ENSG00000135930	ok	EIF4E2	eukaryotic translation initiation factor 4E family member 2	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:TRUE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	coronary atherosclerosis	0.1631689801509728			0.0		0.0	
SLCO1B3	ENSG00000111700	ok	SLCO1B3	solute carrier organic anion transporter family member 1B3	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	Rotor syndrome	0.6654716018752292			0.0		0.0	
PTTG1IP	ENSG00000183255	ok	PTTG1IP	PTTG1 interacting protein	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	alcohol drinking	0.2317580383488591			0.0		0.0	
SLC1A1	ENSG00000106688	ok	SLC1A1	solute carrier family 1 member 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	dicarboxylic aminoaciduria	0.6276489831157227			0.0		0.0	
UXS1	ENSG00000115652	ok	UXS1	UDP-glucuronate decarboxylase 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:TRUE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	neurodegenerative disease	0.3695798546847018			0.0		0.0	
C5ORF34		no_ensembl												
LRRC31	ENSG00000114248	ok	LRRC31	leucine rich repeat containing 31	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	premature birth	0.2924234478918957	exocrine pancreatic carcinoma	0.001870964507096	0.0		0.0	
KRT15	ENSG00000171346	ok	KRT15	keratin 15	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	Varicose veins	0.1755396677641619			0.0		0.0	
CTTN	ENSG00000085733	ok	CTTN	cortactin	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	drug allergy	0.3313062197620473			0.0		0.0	
SELK		no_ensembl												
IYD	ENSG00000009765	ok	IYD	iodotyrosine deiodinase	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	familial thyroid dyshormonogenesis	0.650832117414748			0.0		0.0	
PDK4	ENSG00000004799	ok	PDK4	pyruvate dehydrogenase kinase 4	protein_coding	SM:Approved Drug:TRUE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:TRUE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	neurodegenerative disease	0.2893300544997552			1.0	SODIUM DICHLOROACETATE:Congenital lactic acidosis,congenital lactic acidemia,open-heart surgical procedures:PHASE_3	0.0	
