study_id	citation_key	year	title	source_type	datasets_used	list_name	gene	direction	reported_role	evidence_type	n_genes_reported_list	reusable_gene_lists	extraction_status	source_url	pmid	doi	curatorial_note	notes
BHASIN_KLETT_ONCOTARGET_2016	Bhasin/Klett 2016 Oncotarget	2016	Meta-analysis of transcriptome data identifies a novel 5-gene pancreatic adenocarcinoma classifier	PDAC transcriptome meta-analysis; classifier; experimental validation	training: GSE18670; E-MEXP-950; GSE15471; GSE16515; validation includes GSE32676; GSE28735 and additional datasets	PDAC_10_gene_classifier	S100P	up_in_PDAC	diagnostic_classifier_extended	reported_classifier	10	5-gene classifier; 10-gene classifier; 409 concordant genes not fully extracted here	reported classifier panels extracted	https://www.oncotarget.com/article/8139/text/	26993610.0	10.18632/oncotarget.8139	10-gene classifier reported by Oncotarget source; direction follows text summary.	Classifier genes are directly reported in source; 5-gene subset contains PDAC-overexpressed genes.
BHASIN_KLETT_ONCOTARGET_2016	Bhasin/Klett 2016 Oncotarget	2016	Meta-analysis of transcriptome data identifies a novel 5-gene pancreatic adenocarcinoma classifier	PDAC transcriptome meta-analysis; classifier; experimental validation	training: GSE18670; E-MEXP-950; GSE15471; GSE16515; validation includes GSE32676; GSE28735 and additional datasets	PDAC_10_gene_classifier	CEACAM5	up_in_PDAC	diagnostic_classifier_extended	reported_classifier	10	5-gene classifier; 10-gene classifier; 409 concordant genes not fully extracted here	reported classifier panels extracted	https://www.oncotarget.com/article/8139/text/	26993610.0	10.18632/oncotarget.8139	10-gene classifier reported by Oncotarget source; direction follows text summary.	Classifier genes are directly reported in source; 5-gene subset contains PDAC-overexpressed genes.
BHASIN_KLETT_ONCOTARGET_2016	Bhasin/Klett 2016 Oncotarget	2016	Meta-analysis of transcriptome data identifies a novel 5-gene pancreatic adenocarcinoma classifier	PDAC transcriptome meta-analysis; classifier; experimental validation	training: GSE18670; E-MEXP-950; GSE15471; GSE16515; validation includes GSE32676; GSE28735 and additional datasets	PDAC_10_gene_classifier	GABRP	up_in_PDAC	diagnostic_classifier_extended	reported_classifier	10	5-gene classifier; 10-gene classifier; 409 concordant genes not fully extracted here	reported classifier panels extracted	https://www.oncotarget.com/article/8139/text/	26993610.0	10.18632/oncotarget.8139	10-gene classifier reported by Oncotarget source; direction follows text summary.	Classifier genes are directly reported in source; 5-gene subset contains PDAC-overexpressed genes.
BHASIN_KLETT_ONCOTARGET_2016	Bhasin/Klett 2016 Oncotarget	2016	Meta-analysis of transcriptome data identifies a novel 5-gene pancreatic adenocarcinoma classifier	PDAC transcriptome meta-analysis; classifier; experimental validation	training: GSE18670; E-MEXP-950; GSE15471; GSE16515; validation includes GSE32676; GSE28735 and additional datasets	PDAC_10_gene_classifier	CELA2B	down_in_PDAC	diagnostic_classifier_extended	reported_classifier	10	5-gene classifier; 10-gene classifier; 409 concordant genes not fully extracted here	reported classifier panels extracted	https://www.oncotarget.com/article/8139/text/	26993610.0	10.18632/oncotarget.8139	10-gene classifier reported by Oncotarget source; direction follows text summary.	Classifier genes are directly reported in source; 5-gene subset contains PDAC-overexpressed genes.
BHASIN_KLETT_ONCOTARGET_2016	Bhasin/Klett 2016 Oncotarget	2016	Meta-analysis of transcriptome data identifies a novel 5-gene pancreatic adenocarcinoma classifier	PDAC transcriptome meta-analysis; classifier; experimental validation	training: GSE18670; E-MEXP-950; GSE15471; GSE16515; validation includes GSE32676; GSE28735 and additional datasets	PDAC_10_gene_classifier	CUZD1	down_in_PDAC	diagnostic_classifier_extended	reported_classifier	10	5-gene classifier; 10-gene classifier; 409 concordant genes not fully extracted here	reported classifier panels extracted	https://www.oncotarget.com/article/8139/text/	26993610.0	10.18632/oncotarget.8139	10-gene classifier reported by Oncotarget source; direction follows text summary.	Classifier genes are directly reported in source; 5-gene subset contains PDAC-overexpressed genes.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	SYCN	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	PNLIPRP1	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	CAP2	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	GNMT	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	MAT1A	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	ABAT	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	GPT2	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	ADHFE1	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	PHGDH	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	PSAT1	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	ERP27	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	PDIA2	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	MT1H	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	COMP	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	COL5A2	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	FN1	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	COL1A2	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	FAP	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_19_gene_module	POSTN	model_component	diagnostic_signature	reported_signature	19	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Integrated diagnostic module.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_4_gene_model	MAT1A	coef_positive_0.3034	diagnostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene diagnostic model coefficient sign; sign is model coefficient, not necessarily expression direction.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_4_gene_model	MT1H	coef_negative_-0.1526	diagnostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene diagnostic model coefficient sign; sign is model coefficient, not necessarily expression direction.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_4_gene_model	FN1	coef_positive_0.4645	diagnostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene diagnostic model coefficient sign; sign is model coefficient, not necessarily expression direction.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	diagnostic_4_gene_model	FAP	coef_negative_-0.2244	diagnostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene diagnostic model coefficient sign; sign is model coefficient, not necessarily expression direction.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	prognostic_4_gene_model	CEL	coef_negative_-1.400	prognostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene prognostic model coefficient sign; sign is model coefficient.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	prognostic_4_gene_model	CPA1	coef_positive_1.321	prognostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene prognostic model coefficient sign; sign is model coefficient.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	prognostic_4_gene_model	POSTN	coef_positive_0.454	prognostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene prognostic model coefficient sign; sign is model coefficient.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
